date,open,high,low,close,ffr,nfp,y,arah
12/10/2020,1833.199951,1864.699951,1822.699951,1856.099976,0.25,273,1874.699951,Naik
12/17/2020,1874.199951,1908,1861,1874.699951,0.25,273,1891,Naik
12/24/2020,1877.300049,1895.800049,1873.699951,1891,0.25,273,1906.900024,Naik
12/31/2020,1897,1959.900024,1892.699951,1906.900024,0.25,273,1853.599976,Turun
1/7/2021,1922.599976,1926.699951,1826.5,1853.599976,0.25,-185,1865.900024,Naik
1/14/2021,1836.699951,1866.599976,1802,1865.900024,0.25,-185,1844.900024,Turun
1/21/2021,1865.300049,1868,1844.900024,1844.900024,0.25,-185,1832.199951,Turun
1/28/2021,1843.400024,1876,1827.599976,1832.199951,0.25,-185,1840.599976,Naik
2/4/2021,1832.199951,1851.099976,1782.800049,1840.599976,0.25,-185,1771.099976,Turun
2/11/2021,1840.5,1845,1768.800049,1771.099976,0.25,315,1796.400024,Naik
2/18/2021,1776.099976,1811.300049,1764.300049,1796.400024,0.25,315,1715.300049,Turun
2/25/2021,1801.5,1802,1703.5,1715.300049,0.25,315,1721.5,Naik
3/4/2021,1706.5,1722.900024,1673.699951,1721.5,0.25,315,1726.800049,Naik
3/11/2021,1725.599976,1750.099976,1699,1726.800049,0.25,517,1732.900024,Naik
3/18/2021,1745.800049,1750.300049,1721.800049,1732.900024,0.25,517,1713.800049,Turun
3/25/2021,1732.699951,1733.199951,1676.5,1713.800049,0.25,517,1740.099976,Naik
4/1/2021,1706.800049,1744.800049,1706.400024,1740.099976,0.25,517,1734.900024,Turun
4/8/2021,1736,1758,1722.099976,1734.900024,0.25,852,1792.300049,Naik
4/15/2021,1740.099976,1794.099976,1740.099976,1792.300049,0.25,852,1773.199951,Turun
4/22/2021,1794.199951,1794.5,1764.599976,1773.199951,0.25,852,1784.099976,Naik
4/29/2021,1781,1793,1758.599976,1784.099976,0.25,852,1822.599976,Naik
5/6/2021,1788.900024,1845.599976,1787.599976,1822.599976,0.25,852,1881.300049,Naik
5/13/2021,1814.699951,1884.900024,1814.099976,1881.300049,0.25,355,1901.300049,Naik
5/20/2021,1865.5,1901.300049,1864.800049,1901.300049,0.25,355,1907.5,Naik
5/27/2021,1896.800049,1916.199951,1881.900024,1907.5,0.25,355,1893.199951,Turun
6/3/2021,1908.800049,1908.800049,1854,1893.199951,0.25,355,1859.5,Turun
6/10/2021,1887.699951,1902.300049,1809.199951,1859.5,0.25,478,1782.300049,Turun
6/17/2021,1811.800049,1823.300049,1766.800049,1782.300049,0.25,478,1770.800049,Turun
6/24/2021,1778.900024,1788,1752.099976,1770.800049,0.25,478,1801.5,Naik
7/1/2021,1775.699951,1809.800049,1768.800049,1801.5,0.25,478,1824.300049,Naik
7/8/2021,1797,1829,1797,1824.300049,0.25,755,1802.900024,Turun
7/15/2021,1831.599976,1833,1800,1802.900024,0.25,755,1799.5,Turun
7/22/2021,1793.599976,1805,1793.599976,1799.5,0.25,755,1810.5,Naik
7/29/2021,1806.599976,1832.599976,1804.800049,1810.5,0.25,755,1750.400024,Turun
8/5/2021,1810.800049,1813.699951,1692.599976,1750.400024,0.25,755,1781.599976,Naik
8/12/2021,1749.699951,1794.199951,1745.5,1781.599976,0.25,942,1788.199951,Naik
8/19/2021,1780,1805.599976,1775.5,1788.199951,0.25,942,1813.099976,Naik
8/26/2021,1787.400024,1820.300049,1781,1813.099976,0.25,942,1790.699951,Turun
9/2/2021,1813.199951,1833.900024,1781.699951,1790.699951,0.25,942,1792.400024,Naik
9/9/2021,1798.699951,1806.199951,1783,1792.400024,0.25,552,1776.699951,Turun
9/16/2021,1792.900024,1792.900024,1743.900024,1776.699951,0.25,552,1721.5,Turun
9/23/2021,1766.800049,1766.800049,1721.400024,1721.5,0.25,552,1760.5,Naik
9/30/2021,1725.5,1768.900024,1724.5,1760.5,0.25,552,1793.699951,Naik
10/7/2021,1762.400024,1794.5,1749.800049,1793.699951,0.25,457,1784.099976,Turun
10/14/2021,1792.199951,1799.900024,1759.5,1784.099976,0.25,457,1797.900024,Naik
10/21/2021,1782,1809,1781,1797.900024,0.25,457,1763.599976,Turun
10/28/2021,1795.5,1807.300049,1761.800049,1763.599976,0.25,457,1847.599976,Naik
11/4/2021,1776.599976,1865,1776.199951,1847.599976,0.25,457,1869.699951,Naik
11/11/2021,1853.900024,1869.699951,1847.599976,1869.699951,0.25,801,1784.099976,Turun
11/18/2021,1861,1861,1781.400024,1784.099976,0.25,801,1781.599976,Turun
11/25/2021,1791.099976,1808.099976,1768.699951,1781.599976,0.25,801,1783.400024,Naik
12/2/2021,1780.900024,1789.900024,1760.599976,1783.400024,0.25,801,1762.599976,Turun
12/9/2021,1783.5,1787.099976,1753.900024,1762.599976,0.25,658,1801.599976,Naik
12/16/2021,1781,1812.900024,1781,1801.599976,0.25,658,1805.099976,Naik
12/23/2021,1806,1818,1791.400024,1805.099976,0.25,658,1824.599976,Naik
12/30/2021,1801.699951,1830.099976,1796,1824.599976,0.25,658,1827.199951,Naik
1/6/2022,1787.099976,1827.199951,1784.400024,1827.199951,0.25,658,1843.099976,Naik
1/13/2022,1819.800049,1843.099976,1812.300049,1843.099976,0.25,586,1829.900024,Turun
1/20/2022,1840.599976,1852.699951,1828.900024,1829.900024,0.25,586,1809.199951,Turun
1/27/2022,1793.300049,1810.099976,1778.800049,1809.199951,0.25,586,1835.199951,Naik
2/3/2022,1805.800049,1835.199951,1787.900024,1835.199951,0.25,586,1870.199951,Naik
2/10/2022,1833.300049,1879.699951,1820.800049,1870.199951,0.25,190,1909.199951,Naik
2/17/2022,1876.300049,1912,1876.199951,1909.199951,0.25,190,1920.900024,Naik
2/24/2022,1911.900024,1972.5,1883.599976,1920.900024,0.25,190,1985.900024,Naik
3/3/2022,1930.5,2072,1924.800049,1985.900024,0.25,190,1908,Turun
3/10/2022,1978.099976,2010.5,1907.199951,1908,0.25,819,1936.599976,Naik
3/17/2022,1933.900024,1947.199951,1920.699951,1936.599976,0.5,819,1933.5,Turun
3/24/2022,1963.599976,1964,1893.5,1933.5,0.5,819,1918.400024,Turun
3/31/2022,1933.5,1949.900024,1915.599976,1918.400024,0.5,819,1981,Naik
4/7/2022,1919.5,1981,1919.5,1981,0.5,490,1952.300049,Turun
4/14/2022,1977.199951,1997.099976,1945.5,1952.300049,0.5,490,1885.900024,Turun
4/21/2022,1942.5,1950.400024,1882.199951,1885.900024,0.5,490,1867,Turun
4/28/2022,1883.800049,1918.199951,1853,1867,0.5,490,1852.599976,Turun
5/5/2022,1897,1904.300049,1839.900024,1852.599976,1,490,1815.900024,Turun
5/12/2022,1849.800049,1851.900024,1787,1815.900024,1,308,1846.199951,Naik
5/19/2022,1810.900024,1867,1810.699951,1846.199951,1,308,1843.300049,Turun
5/26/2022,1840.400024,1862.099976,1825.300049,1843.300049,1,308,1851.900024,Naik
6/2/2022,1845.400024,1871.800049,1835,1851.900024,1,308,1815.300049,Turun
6/9/2022,1846.099976,1875.599976,1805.300049,1815.300049,1,301,1834.300049,Naik
6/16/2022,1819.199951,1853.699951,1814.900024,1834.300049,1.75,301,1813.699951,Turun
6/23/2022,1835.5,1841.199951,1812.800049,1813.699951,1.75,301,1734.900024,Turun
6/30/2022,1809.599976,1817.300049,1734,1734.900024,1.75,301,1734.199951,Turun
7/7/2022,1745.199951,1749.300049,1710,1734.199951,1.75,434,1699.5,Turun
7/14/2022,1710.300049,1714.400024,1699.5,1699.5,1.75,434,1719.099976,Naik
7/21/2022,1687,1735,1679.800049,1719.099976,1.75,434,1758,Naik
7/28/2022,1732.300049,1786.599976,1732,1758,2.5,434,1795.599976,Naik
8/4/2022,1769.400024,1804.900024,1764.199951,1795.599976,2.5,434,1760.300049,Turun
8/11/2022,1794.300049,1800.400024,1760,1760.300049,2.5,714,1747.800049,Turun
8/18/2022,1762.900024,1762.900024,1726.5,1747.800049,2.5,714,1712.800049,Turun
8/25/2022,1761.599976,1761.800049,1708.5,1712.800049,2.5,714,1715.300049,Naik
9/1/2022,1707.900024,1717.400024,1693.900024,1715.300049,2.5,714,1696.5,Turun
9/8/2022,1718.199951,1728.099976,1696.5,1696.5,2.5,290,1664.599976,Turun
9/15/2022,1685.5,1686,1651.699951,1664.599976,2.5,290,1660.400024,Turun
9/22/2022,1668.300049,1670.800049,1620.400024,1660.400024,3.25,290,1711.400024,Naik
9/29/2022,1657,1728,1640,1711.400024,3.25,290,1670.300049,Turun
10/6/2022,1721,1723.300049,1661,1670.300049,3.25,290,1627.5,Turun
10/13/2022,1675.199951,1675.300049,1627.5,1627.5,3.25,220,1664,Naik
10/20/2022,1622.800049,1667,1622.800049,1664,3.25,220,1645.699951,Turun
10/27/2022,1660.699951,1664.699951,1630.800049,1645.699951,3.25,220,1710.099976,Naik
11/3/2022,1629.199951,1720.199951,1615.099976,1710.099976,4,220,1773,Naik
11/10/2022,1708.199951,1778.900024,1708.199951,1773,4,357,1744.900024,Turun
11/17/2022,1763,1763.300049,1736.099976,1744.900024,4,357,1746,Naik
11/24/2022,1753,1769.400024,1737.900024,1746,4,357,1785.5,Naik
12/1/2022,1768.699951,1808,1764.300049,1785.5,4,357,1807.5,Naik
12/8/2022,1782,1819.800049,1777.699951,1807.5,4,303,1815.900024,Naik
12/15/2022,1801,1821.400024,1774.800049,1815.900024,4.5,303,1807.900024,Turun
12/22/2022,1818.099976,1826.300049,1785,1807.900024,4.5,303,1852.800049,Naik
12/29/2022,1805.800049,1859.099976,1805.800049,1852.800049,4.5,303,1874.599976,Naik
1/5/2023,1855.199951,1880,1834.800049,1874.599976,4.5,303,1904.400024,Naik
1/12/2023,1877.199951,1920.900024,1877.199951,1904.400024,4.5,100,1941.199951,Naik
1/19/2023,1922.099976,1941.199951,1915,1941.199951,4.5,100,1927.800049,Turun
1/26/2023,1936.599976,1955,1900.599976,1927.800049,4.5,100,1877.400024,Turun
2/2/2023,1952.300049,1959.099976,1861.5,1877.400024,4.75,100,1834.199951,Turun
2/9/2023,1875.300049,1884.599976,1828.199951,1834.199951,4.75,434,1832,Turun
2/16/2023,1838.599976,1843.699951,1818.400024,1832,4.75,434,1837.699951,Naik
2/23/2023,1826.400024,1841.699951,1808.099976,1837.699951,4.75,434,1812.699951,Turun
3/2/2023,1830,1855.400024,1811.5,1812.699951,4.75,434,1926.599976,Naik
3/9/2023,1816.400024,1926.599976,1815.599976,1926.599976,4.75,290,1946.800049,Naik
3/16/2023,1909.900024,2003.900024,1909.900024,1946.800049,4.75,290,1966.099976,Naik
3/23/2023,1990.5,1995.400024,1952.400024,1966.099976,5,290,2020.900024,Naik
3/30/2023,1965.900024,2033.800049,1950,2020.900024,5,290,2010.900024,Turun
4/6/2023,2022.199951,2025.699951,1984,2010.900024,5,290,1995.199951,Turun
4/13/2023,2015.599976,2048.600098,1969.800049,1995.199951,5,68,1985.699951,Turun
4/20/2023,1998,2007.599976,1974.099976,1985.699951,5,68,2028.599976,Naik
4/27/2023,1990.599976,2035.099976,1976.900024,2028.599976,5,68,2030.5,Naik
5/4/2023,2045,2072,2004.300049,2030.5,5.25,68,1980.699951,Turun
5/11/2023,2034.099976,2038.300049,1980.699951,1980.699951,5.25,241,1962.800049,Turun
5/18/2023,1956.5,1980.5,1956.5,1962.800049,5.25,241,1963.900024,Naik
5/25/2023,1943.099976,1973,1931,1963.900024,5.25,241,1942.699951,Turun
6/1/2023,1963.199951,1983,1937.800049,1942.699951,5.25,241,1955.300049,Naik
6/8/2023,1943.199951,1969.800049,1940.300049,1955.300049,5.25,280,1933.300049,Turun
6/15/2023,1941.699951,1962.900024,1920,1933.300049,5.25,280,1912.300049,Turun
6/22/2023,1920,1932.5,1912.099976,1912.300049,5.25,280,1919.599976,Naik
6/29/2023,1909.900024,1933.900024,1892.5,1919.599976,5.25,280,1956.199951,Naik
7/6/2023,1909.300049,1958,1903.199951,1956.199951,5.25,280,1977.5,Naik
7/13/2023,1961.099976,1978.400024,1946.599976,1977.5,5.25,225,1968.900024,Turun
7/20/2023,1973.699951,1973.699951,1953,1968.900024,5.25,225,1937.400024,Turun
7/27/2023,1945.400024,1971.599976,1933.199951,1937.400024,5.5,225,1915.400024,Turun
8/3/2023,1934.199951,1945,1913.699951,1915.400024,5.5,225,1896.099976,Turun
8/10/2023,1921.099976,1927.800049,1890.300049,1896.099976,5.5,163,1918.5,Naik
8/17/2023,1893.699951,1918.5,1884,1918.5,5.5,163,1944.300049,Naik
8/24/2023,1920,1946.400024,1911.099976,1944.300049,5.5,163,1918.099976,Turun
8/31/2023,1944.400024,1950,1916.300049,1918.099976,5.5,163,1909.099976,Turun
9/7/2023,1917.599976,1928.300049,1908.900024,1909.099976,5.5,218,1945.599976,Naik
9/14/2023,1903,1945.599976,1903,1945.599976,5.5,218,1871.599976,Turun
9/21/2023,1924,1925.400024,1871.599976,1871.599976,5.5,218,1818.5,Turun
9/28/2023,1875.5,1878.199951,1816.400024,1818.5,5.5,218,1872.800049,Naik
10/5/2023,1826.300049,1874.599976,1809.400024,1872.800049,5.5,218,1955.300049,Naik
10/12/2023,1874.699951,1957.900024,1867,1955.300049,5.5,156,1984.099976,Naik
10/19/2023,1950.099976,1988.599976,1945.699951,1984.099976,5.5,156,1978.800049,Turun
10/26/2023,1988.199951,2004.099976,1977.800049,1978.800049,5.5,156,1951.5,Turun
11/2/2023,1989.099976,1991.5,1947.699951,1951.5,5.5,156,1960.099976,Naik
11/9/2023,1951.699951,1965.800049,1932.599976,1960.099976,5.5,159,1991.400024,Naik
11/16/2023,1965.300049,2005.5,1964.599976,1991.400024,5.5,159,2047.099976,Naik
11/23/2023,1991.900024,2052.100098,1991.5,2047.099976,5.5,159,2030.5,Turun
11/30/2023,2046.099976,2130.199951,2010.199951,2030.5,5.5,159,1982.300049,Turun
12/7/2023,2029.199951,2034.900024,1975,1982.300049,5.5,127,2034.5,Naik
12/14/2023,2024.699951,2043.400024,2018.300049,2034.5,5.5,127,2081.899902,Naik
12/21/2023,2035.800049,2081.899902,2033,2081.899902,5.5,127,2034.199951,Turun
12/28/2023,2081.600098,2087.300049,2034.199951,2034.199951,5.5,127,2021.699951,Turun
1/4/2024,2041.599976,2048.100098,2019.099976,2021.699951,5.5,127,2002.599976,Turun
1/11/2024,2025.099976,2057,2002.599976,2002.599976,5.5,154,2013.900024,Naik
1/18/2024,2012.800049,2036,2009.5,2013.900024,5.5,154,2048.399902,Naik
1/25/2024,2012.099976,2055,2012.099976,2048.399902,5.5,154,2035.199951,Turun
2/1/2024,2040.199951,2064.5,2013.800049,2035.199951,5.5,154,1990.300049,Turun
2/8/2024,2028,2036.699951,1984.800049,1990.300049,5.5,175,2022.300049,Naik
2/15/2024,1993.599976,2029,1993.599976,2022.300049,5.5,175,2033,Naik
2/22/2024,2033.199951,2038.599976,2014.900024,2033,5.5,175,2150.300049,Naik
2/29/2024,2034.300049,2150.300049,2034.300049,2150.300049,5.5,175,2175.399902,Naik
3/7/2024,2147,2194.899902,2147,2175.399902,5.5,206,2157.899902,Turun
3/14/2024,2163,2185.899902,2146.199951,2157.899902,5.5,206,2190.600098,Naik
3/21/2024,2207,2211.600098,2157.5,2190.600098,5.5,206,2294.399902,Naik
3/28/2024,2193.600098,2298.800049,2187.100098,2294.399902,5.5,206,2329.600098,Naik
4/4/2024,2301.699951,2364.699951,2267.399902,2329.600098,5.5,206,2371.699951,Naik
4/11/2024,2341.5,2429,2326,2371.699951,5.5,228,2324.5,Turun
4/18/2024,2368.399902,2399.800049,2294.199951,2324.5,5.5,228,2299.899902,Turun
4/25/2024,2315,2347.899902,2283.800049,2299.899902,5.5,228,2313.600098,Naik
5/2/2024,2321.699951,2325.5,2277.600098,2313.600098,5.5,228,2388.699951,Naik
5/9/2024,2310.699951,2388.699951,2310.699951,2388.699951,5.5,64,2389.199951,Naik
5/16/2024,2389.5,2435.800049,2375.800049,2389.199951,5.5,64,2340.300049,Turun
5/23/2024,2371.199951,2371.199951,2332.5,2340.300049,5.5,64,2354.100098,Naik
5/30/2024,2336.899902,2354.300049,2312,2354.100098,5.5,64,2336,Turun
6/6/2024,2355,2385.100098,2285.399902,2336,5.5,64,2330.399902,Turun
6/13/2024,2309.399902,2331.399902,2296.199951,2330.399902,5.5,78,2299.199951,Turun
6/20/2024,2328.899902,2354,2298,2299.199951,5.5,78,2359.800049,Naik
6/27/2024,2296.800049,2361.600098,2295,2359.800049,5.5,78,2372.199951,Naik
7/4/2024,2354.899902,2388.5,2352.800049,2372.199951,5.5,78,2454.800049,Naik
7/11/2024,2378.699951,2473.100098,2378.699951,2454.800049,5.5,87,2413.300049,Turun
7/18/2024,2466,2466,2388.699951,2413.300049,5.5,87,2426.5,Naik
7/25/2024,2365.5,2447.600098,2351.899902,2426.5,5.5,87,2390.5,Turun
8/1/2024,2446.699951,2477,2367.399902,2390.5,5.5,87,2439.399902,Naik
8/8/2024,2384.300049,2472.100098,2384.300049,2439.399902,5.5,53,2508.399902,Naik
8/15/2024,2451.800049,2527.300049,2431.199951,2508.399902,5.5,53,2501,Turun
8/22/2024,2504.100098,2523.100098,2471.100098,2501,5.5,53,2493.399902,Turun
8/29/2024,2504.100098,2525.699951,2476.300049,2493.399902,5.5,53,2512.100098,Naik
9/5/2024,2493.699951,2525.800049,2483.699951,2512.100098,5.5,53,2570.699951,Naik
9/12/2024,2529.100098,2581.800049,2523.399902,2570.699951,5.5,9,2659.199951,Naik
9/19/2024,2566,2664.199951,2566,2659.199951,5,9,2647.100098,Turun
9/26/2024,2662.300049,2672.100098,2623.199951,2647.100098,5,9,2606,Turun
10/3/2024,2642.800049,2667,2603,2606,5,9,2674,Naik
10/10/2024,2602.5,2674,2602.5,2674,5,155,2714.399902,Naik
10/17/2024,2677.399902,2746,2677.199951,2714.399902,5,155,2788.5,Naik
10/24/2024,2729,2789,2725.5,2788.5,5,155,2667.600098,Turun
10/31/2024,2787.399902,2787.5,2659.399902,2667.600098,5,155,2580.800049,Turun
11/7/2024,2662.5,2699.100098,2580.800049,2580.800049,5,33,2648.199951,Naik
11/14/2024,2555.100098,2648.199951,2554.199951,2648.199951,4.75,33,2639.899902,Turun
11/21/2024,2659.300049,2710.5,2616.800049,2639.899902,4.75,33,2653.800049,Naik
11/28/2024,2636.399902,2664.300049,2620.699951,2653.800049,4.75,33,2733.800049,Naik
12/5/2024,2652.399902,2733.800049,2617.5,2733.800049,4.75,33,2636.5,Turun
12/12/2024,2725.100098,2725.100098,2590.199951,2636.5,4.75,134,2620,Turun
12/19/2024,2582.100098,2631.600098,2582.100098,2620,4.5,134,2629.199951,Naik
